12.217743873418891	-102.91860108937195
12.243570205263868	-102.92588633785374
12.275266435772796	-102.93475708304206
12.338658896790651	-102.95228848003993
12.465443818826362	-102.98651695187571
12.719013662897783	-103.05168477967267
12.750709893406711	-103.05952657397907
12.782406123915639	-103.06730148064499
12.845798584933494	-103.08265147715544
12.972583506969205	-103.10968772126077
13.226153351040626	-103.15976964043888
13.257849581549554	-103.16574446002193
13.289545812058481	-103.17165870045093
13.352938273076337	-103.18330874399673
13.479723195112047	-103.20591765906867
13.733293039183467	-103.24854387217871
13.762874015593543	-103.25330480278099
13.792454992003616	-103.25802352601458
13.851616944823768	-103.26733658828964
13.96994085046407	-103.28548051562167
14.206588661744673	-103.31995758583226
14.67988428430588	-103.38254231855286
14.709465260715955	-103.38620391687749
14.73904623712603	-103.38983864510158
14.79820818994618	-103.39702909597263
14.916532095586483	-103.41110498128666
15.153179906867086	-103.43812144216281
15.626475529428292	-103.48824190777795
15.658533088474208	-103.49147329446397
15.690590647520125	-103.49468611852355
15.75470576561196	-103.50105755300325
15.882936001795628	-103.513593665527
16.139396474162965	-103.53791644437243
16.65231741889764	-103.58843345935976
16.684374977943556	-103.59201288529457
16.716432536989473	-103.59557949737156
16.780547655081307	-103.60267420711678
16.908777891264975	-103.6167090874886
17.165238363632312	-103.6441572476325
17.678159308366986	-103.69654562416584
17.70963222555895	-103.69965066963636
17.74110514275091	-103.70274301452328
17.804050977134835	-103.70888958430393
17.92994264590269	-103.72103013334926
18.18172598343839	-103.7447002316896
18.685292658509795	-103.7895949656295
18.716765575701757	-103.79229269392786
18.74823849289372	-103.7949777085848
18.811184327277644	-103.80030961115972
18.937075996045497	-103.81082101980148
19.1888593335812	-103.83123529473679
19.692426008652607	-103.86964037890728
19.72178367174572	-103.8717801603097
19.751141334838827	-103.87390905264816
19.80985666102505	-103.87813419858196
19.927287313397493	-103.88645414001363
20.162148618142375	-103.90257433495073
20.191506281235483	-103.90454079422862
20.220863944328595	-103.90649648885797
20.279579270514816	-103.910375618253
